order_id,user_id,status,total_amount,created_at
1115,173,pending,5421.6,2024-08-04 17:28:00
1116,43,completed,8145.17,2024-11-13 09:41:00
1117,996,pending,105.38,2024-09-03 08:38:00
1118,257,returned,9992.49,2024-11-19 06:37:00
1119,861,cancelled,550.3,2024-09-30 18:04:00
1120,308,completed,4013.52,2024-03-03 04:46:00
1121,570,cancelled,8794.97,2024-04-17 19:32:00
1122,981,cancelled,8850.92,2024-06-24 20:16:00
1123,771,returned,2802.83,2024-12-05 10:21:00
1124,216,returned,9594.03,2024-06-17 00:58:00
1125,709,pending,6499.79,2024-01-02 19:30:00
1126,5,completed,6759.79,2024-07-30 17:57:00
1127,714,returned,7648.41,2024-10-02 02:50:00
1128,898,completed,5432.63,2024-12-09 14:43:00
1129,127,cancelled,9723.19,2024-07-11 19:22:00
1130,397,pending,8407.54,2024-12-22 00:07:00
1131,474,cancelled,9368.85,2024-08-15 00:14:00
1132,761,completed,7608.37,2024-12-14 22:22:00
1133,197,completed,8181.18,2024-11-16 09:51:00
1134,736,pending,2419.15,2024-09-09 11:02:00
1135,288,returned,9054.63,2024-12-27 19:13:00
1136,8,pending,9844.21,2024-11-22 12:07:00
1137,891,cancelled,5734.11,2024-09-09 05:35:00
1138,199,pending,747.07,2024-03-06 23:04:00
1139,131,cancelled,9342.28,2024-04-26 16:46:00
1140,802,cancelled,1999.33,2024-12-13 00:44:00
1141,695,cancelled,6838.74,2024-08-20 00:27:00
1142,657,completed,8553.21,2024-06-14 13:54:00
1143,417,cancelled,1305.01,2024-09-22 14:31:00
1144,371,completed,8849.64,2024-04-24 01:17:00
1145,941,returned,5370.86,2024-06-10 00:25:00
1146,200,cancelled,909.91,2024-10-19 00:47:00
1147,232,returned,9581.98,2024-05-07 06:10:00
1148,338,cancelled,722.16,2024-11-16 03:01:00
1149,492,returned,8099.78,2024-10-30 20:59:00
1150,343,cancelled,2546.82,2024-08-30 07:21:00
1151,853,completed,8234.17,2024-09-23 07:04:00
1152,795,returned,7664.58,2024-11-16 14:37:00
1153,128,completed,9747.8,2024-01-18 12:20:00
1154,912,completed,7848.2,2024-02-01 14:03:00
1155,309,returned,751.32,2024-12-12 01:35:00
1156,54,cancelled,8514.3,2024-07-24 03:39:00
1157,771,returned,2407.81,2024-11-02 21:39:00
1158,11,returned,3900.81,2024-08-07 19:39:00
1159,104,cancelled,6544.12,2024-12-11 00:29:00
1160,530,cancelled,5919.35,2024-02-25 03:00:00
1161,610,completed,5969.58,2024-04-09 18:08:00
1162,653,cancelled,3618.37,2024-09-03 23:39:00
1163,456,pending,2507.21,2024-01-23 01:08:00
1164,320,returned,5179.94,2024-11-29 11:19:00
1165,598,pending,1559.35,2024-06-07 19:21:00
1166,299,cancelled,9705.68,2024-09-22 18:42:00
1167,695,pending,667.44,2024-09-16 17:54:00
1168,56,returned,3503.78,2024-04-12 20:58:00
1169,207,completed,3481.36,2024-12-07 15:44:00
1170,709,returned,6037.65,2024-06-18 18:36:00
1171,987,cancelled,6199.42,2024-08-02 10:10:00
1172,108,returned,8773.44,2024-01-22 15:14:00
1173,943,completed,6423.79,2024-12-20 07:29:00
1174,639,pending,2466.29,2024-06-18 23:24:00
1175,211,returned,1924.02,2024-01-04 11:00:00
1176,76,cancelled,397.17,2024-02-28 04:18:00
1177,451,pending,6350.21,2024-07-03 01:01:00
1178,204,pending,2912.6,2024-04-22 08:46:00
1179,179,cancelled,8490.59,2024-05-05 05:12:00
1180,23,pending,8444.53,2024-02-21 00:53:00
1181,694,pending,3851.34,2024-02-26 10:59:00
1182,216,cancelled,4616.42,2024-07-08 11:42:00
1183,176,returned,8796.04,2024-02-03 03:09:00
1184,904,pending,7969.49,2024-04-08 17:24:00
1185,712,cancelled,3247.72,2024-08-07 20:15:00
1186,944,completed,7654.52,2024-10-27 06:54:00
1187,549,cancelled,7916.92,2024-06-16 07:03:00
1188,645,cancelled,8741.23,2024-09-17 18:56:00
1189,501,pending,7300.26,2024-08-28 21:39:00
1190,67,pending,5135.28,2024-11-26 16:23:00
1191,511,returned,1872.09,2024-12-30 11:33:00
1192,712,returned,7184.93,2024-09-10 15:17:00
1193,596,returned,6417.25,2024-10-25 20:02:00
1194,213,pending,8959.36,2024-08-19 07:25:00
1195,224,cancelled,4307.73,2024-07-12 18:10:00
1196,958,cancelled,2619.84,2024-02-13 04:48:00
1197,87,cancelled,4500.6,2024-06-29 07:37:00
1198,43,returned,5171.39,2024-06-21 13:28:00
1199,479,returned,4148.63,2024-09-11 10:17:00
1200,392,completed,1877.7,2024-04-29 08:41:00
1201,78,cancelled,9024.61,2024-05-30 16:32:00
1202,560,completed,7880.15,2024-04-26 03:07:00
1203,74,cancelled,478.99,2024-04-12 10:12:00
1204,692,cancelled,2575.23,2024-12-15 08:12:00
1205,723,pending,9984.21,2024-10-05 08:00:00
1206,789,cancelled,2890.27,2024-06-26 12:25:00
1207,842,completed,4772.84,2024-09-19 04:55:00
1208,408,pending,2346.57,2024-04-17 15:14:00
1209,529,returned,7252.85,2024-08-24 10:50:00
1210,88,cancelled,8473.44,2024-08-07 22:26:00
1211,215,returned,4554.72,2024-10-12 00:23:00
1212,143,pending,3125.16,2024-01-05 15:51:00
1213,675,cancelled,3464.24,2024-08-02 13:43:00
1214,771,returned,7652.13,2024-12-19 17:19:00
1215,334,completed,5719.02,2024-01-17 04:09:00
1216,976,cancelled,5725.09,2024-11-04 19:36:00
1217,888,returned,9803.7,2024-04-14 12:04:00
1218,548,returned,1964.55,2024-02-25 10:36:00
1219,986,returned,6426.13,2024-06-04 02:10:00
1220,107,pending,417.39,2024-12-18 19:31:00
1221,28,pending,2070.09,2024-07-16 09:13:00
1222,239,cancelled,6629.74,2024-02-05 14:03:00
1223,378,completed,1801.07,2024-07-29 12:10:00
1224,114,pending,5410.88,2024-09-01 23:04:00
1225,399,pending,1386.33,2024-04-15 09:27:00
1226,838,returned,1671.93,2024-10-21 09:37:00
1227,208,returned,2826.87,2024-01-04 04:28:00
1228,66,returned,6088.0,2024-05-06 16:21:00
1229,933,returned,4656.03,2024-10-21 01:47:00
1230,94,cancelled,6498.36,2024-08-21 11:44:00
1231,863,cancelled,3971.79,2024-03-30 13:15:00
1232,184,returned,4632.5,2024-12-03 05:44:00
1233,583,completed,3996.16,2024-01-23 07:56:00
1234,892,pending,2810.39,2024-11-17 17:18:00
1235,683,completed,7010.64,2024-04-21 15:26:00
1236,781,completed,9953.63,2024-02-09 03:32:00
1237,785,cancelled,4159.95,2024-03-25 08:13:00
1238,519,completed,4675.46,2024-02-07 20:44:00
1239,692,returned,3873.44,2024-07-23 06:25:00
1240,39,completed,2581.0,2024-12-29 04:20:00
1241,687,returned,4899.12,2024-02-04 02:35:00
1242,673,pending,7164.46,2024-08-12 04:30:00
1243,841,cancelled,8431.47,2024-03-28 00:38:00
1244,103,pending,3012.03,2024-09-30 23:25:00
1245,173,completed,6746.78,2024-01-06 21:17:00
1246,158,returned,3645.06,2024-04-20 22:02:00
1247,915,pending,4476.38,2024-01-25 20:51:00
1248,536,completed,3967.12,2024-06-06 14:03:00
1249,613,completed,581.78,2024-07-12 06:59:00
1250,256,cancelled,9096.69,2024-04-12 02:01:00
1251,432,completed,9893.98,2024-06-21 06:43:00
1252,686,completed,2283.62,2024-02-19 21:10:00
1253,742,pending,535.72,2024-09-19 03:52:00
1254,335,cancelled,5664.34,2024-04-07 19:13:00
1255,957,returned,9395.34,2024-03-02 07:13:00
1256,109,cancelled,3301.34,2024-01-08 12:41:00
1257,324,completed,3952.95,2024-08-22 07:04:00
1258,674,cancelled,6534.46,2024-07-07 01:04:00
1259,907,pending,4169.86,2024-11-02 15:06:00
1260,730,pending,2594.21,2024-02-18 19:20:00
1261,647,returned,6811.22,2024-12-21 04:21:00
1262,180,cancelled,9782.41,2024-12-07 15:04:00
1263,344,completed,6124.48,2024-10-26 14:24:00
1264,524,pending,5083.86,2024-12-26 00:14:00
1265,22,completed,3157.6,2024-08-07 07:39:00
1266,82,completed,1461.8,2024-09-12 09:12:00
1267,156,returned,2123.41,2024-01-20 07:59:00
1268,743,returned,7418.63,2024-06-17 04:17:00
1269,326,completed,5256.64,2024-07-31 20:52:00
1270,296,completed,2367.2,2024-06-18 10:15:00
1271,211,completed,9075.66,2024-12-06 07:51:00
1272,704,pending,6119.83,2024-07-14 16:20:00
1273,188,returned,6334.85,2024-02-03 15:04:00
1274,977,pending,615.86,2024-03-13 06:08:00
1275,94,pending,5967.04,2024-04-14 07:32:00
1276,81,returned,7277.39,2024-06-08 05:46:00
1277,203,pending,4297.77,2024-11-06 07:19:00
1278,293,returned,9680.49,2024-04-13 08:55:00
1279,801,returned,892.16,2024-07-03 12:24:00
1280,172,returned,4469.62,2024-09-15 19:47:00
1281,444,pending,8214.08,2024-09-03 00:48:00
1282,391,returned,8555.02,2024-06-02 19:34:00
1283,157,pending,2647.19,2024-08-25 09:29:00
1284,291,returned,5665.21,2024-09-03 02:21:00
1285,140,returned,2037.59,2024-04-07 00:00:00
1286,883,cancelled,4965.39,2024-07-31 12:47:00
1287,383,returned,4946.56,2024-11-24 18:04:00
1288,419,completed,9925.48,2024-03-04 12:59:00
1289,580,pending,2022.86,2024-08-11 08:49:00
1290,936,cancelled,5145.12,2024-09-07 20:44:00
1291,378,completed,6543.97,2024-08-05 23:15:00
1292,249,returned,441.62,2024-07-04 20:45:00
1293,693,completed,7004.97,2024-11-26 04:16:00
1294,620,returned,9448.23,2024-03-16 08:15:00
1295,617,pending,222.14,2024-02-17 20:45:00
1296,939,returned,4036.9,2024-10-27 02:33:00
1297,932,pending,8772.46,2024-03-25 13:16:00
1298,709,cancelled,5056.4,2024-09-29 21:56:00
1299,392,cancelled,7365.94,2024-02-15 03:40:00
1300,587,cancelled,8160.86,2024-05-17 23:13:00
1301,953,returned,7020.19,2024-01-04 05:52:00
1302,504,completed,1059.02,2024-12-22 13:33:00
1303,427,cancelled,7357.12,2024-03-28 05:23:00
1304,191,pending,2060.4,2024-04-03 16:07:00
1305,462,pending,1937.82,2024-01-31 23:11:00
1306,829,pending,2667.58,2024-07-28 14:40:00
1307,935,completed,8696.78,2024-03-26 02:18:00
1308,88,returned,1334.35,2024-02-02 10:01:00
1309,600,pending,4831.18,2024-12-10 03:00:00
1310,63,cancelled,7542.81,2024-01-04 21:37:00
1311,809,completed,1058.73,2024-09-24 00:24:00
1312,618,cancelled,9328.07,2024-08-30 10:38:00
1313,440,cancelled,3770.77,2024-06-24 10:52:00
1314,246,cancelled,6684.28,2024-07-12 19:03:00
1315,999,cancelled,8743.47,2024-02-21 00:29:00
1316,892,returned,7279.68,2024-03-12 00:38:00
1317,126,cancelled,9515.51,2024-05-07 11:28:00
1318,634,returned,5197.65,2024-12-04 06:00:00
1319,654,cancelled,264.64,2024-07-03 01:51:00
1320,754,cancelled,6811.5,2024-04-29 19:31:00
1321,410,completed,3548.51,2024-08-31 21:54:00
1322,717,completed,7369.35,2024-05-30 19:12:00
1323,730,pending,8711.6,2024-10-19 22:32:00
1324,33,pending,5029.46,2024-02-14 09:53:00
1325,690,returned,1763.72,2024-08-16 03:30:00
1326,679,pending,2509.22,2024-03-28 21:44:00
1327,92,completed,4405.44,2024-01-15 05:59:00
1328,952,cancelled,9036.22,2024-05-23 07:46:00
1329,264,returned,9519.89,2024-12-09 03:42:00
1330,140,returned,995.37,2024-12-20 10:55:00
1331,230,completed,6475.47,2024-07-12 22:47:00
1332,754,returned,6573.8,2024-10-14 13:51:00
1333,239,pending,2665.03,2024-05-28 02:07:00
1334,92,cancelled,7431.75,2024-04-06 23:07:00
1335,587,cancelled,1361.43,2024-06-09 12:36:00
1336,755,completed,3176.91,2024-10-29 17:12:00
1337,868,returned,9800.51,2024-06-12 11:51:00
1338,696,pending,5245.54,2024-11-04 18:14:00
1339,110,returned,190.97,2024-08-23 10:09:00
1340,836,cancelled,8388.44,2024-09-12 21:29:00
1341,151,cancelled,1544.12,2024-12-06 22:02:00
1342,614,cancelled,3158.03,2024-12-18 03:17:00
1343,869,returned,6347.66,2024-04-20 15:18:00
1344,722,returned,682.24,2024-06-19 04:52:00
1345,734,pending,8495.89,2024-04-25 22:47:00
1346,54,pending,8582.11,2024-07-19 09:52:00
1347,676,pending,9911.53,2024-10-07 12:21:00
1348,433,returned,9904.11,2024-07-19 12:04:00
1349,541,cancelled,2895.4,2024-04-09 22:54:00
1350,562,returned,1063.46,2024-06-14 18:55:00
1351,825,completed,8513.12,2024-12-29 09:29:00
1352,671,pending,5813.86,2024-08-14 22:30:00
1353,299,pending,2176.69,2024-04-10 23:41:00
1354,10,cancelled,7286.98,2024-10-21 03:43:00
1355,805,pending,3827.9,2024-08-06 21:53:00
1356,173,completed,1050.87,2024-08-30 05:03:00
1357,121,cancelled,5974.58,2024-03-17 20:46:00
1358,414,pending,436.53,2024-05-03 12:31:00
1359,310,pending,6562.69,2024-07-11 22:50:00
1360,687,completed,7799.54,2024-11-28 12:17:00
1361,648,returned,3736.5,2024-03-02 03:05:00
1362,125,returned,6449.95,2024-09-17 07:01:00
1363,601,returned,2809.88,2024-02-18 18:11:00
1364,394,returned,9999.55,2024-12-25 13:19:00
1365,586,pending,1084.47,2024-02-02 22:58:00
1366,883,pending,4112.77,2024-12-24 00:25:00
1367,570,returned,732.92,2024-10-26 17:45:00
1368,839,completed,7559.73,2024-04-16 21:57:00
1369,121,pending,8633.83,2024-12-21 05:00:00
1370,569,returned,8025.08,2024-03-03 01:08:00
1371,589,pending,6561.14,2024-02-14 17:16:00
1372,872,completed,937.64,2024-03-04 16:19:00
1373,373,pending,4288.21,2024-12-02 00:15:00
1374,308,completed,9467.52,2024-09-22 09:42:00
1375,547,returned,1484.56,2024-09-08 22:20:00
1376,536,cancelled,6101.1,2024-09-18 06:44:00
1377,102,completed,2447.29,2024-04-06 04:19:00
1378,877,pending,9578.49,2024-11-04 17:13:00
1379,606,cancelled,2846.22,2024-11-14 13:04:00
1380,564,cancelled,2680.68,2024-11-28 05:25:00
1381,468,completed,9452.93,2024-12-12 13:44:00
1382,147,pending,798.52,2024-05-17 20:44:00
1383,662,pending,7173.01,2024-10-15 21:41:00
1384,841,pending,4254.9,2024-03-19 10:50:00
1385,445,returned,356.51,2024-11-05 07:04:00
1386,277,completed,5361.55,2024-12-16 17:26:00
1387,68,cancelled,6437.76,2024-07-04 10:49:00
1388,280,pending,8701.67,2024-04-25 08:00:00
1389,101,returned,9796.9,2024-04-23 12:06:00
1390,802,completed,1839.74,2024-06-05 18:52:00
1391,827,returned,1045.85,2024-06-27 22:36:00
1392,887,cancelled,5560.27,2024-11-07 03:57:00
1393,50,pending,3248.16,2024-07-18 05:22:00
1394,826,returned,4820.93,2024-03-06 08:00:00
1395,704,pending,6609.87,2024-03-14 12:36:00
1396,754,cancelled,623.36,2024-11-23 11:45:00
1397,797,pending,6814.33,2024-08-02 22:29:00
1398,188,returned,9863.84,2024-08-27 16:18:00
1399,283,returned,5253.89,2024-04-27 09:40:00
1400,879,completed,9479.8,2024-07-27 10:54:00
1401,93,completed,859.26,2024-05-02 02:10:00
1402,590,completed,937.39,2024-05-26 17:59:00
1403,505,completed,9625.45,2024-08-05 21:32:00
1404,955,pending,4848.59,2024-09-20 21:43:00
1405,910,completed,4114.17,2024-11-11 06:58:00
1406,852,completed,7170.18,2024-12-25 17:47:00
1407,354,pending,9942.8,2024-12-04 16:43:00
1408,624,completed,6113.0,2024-03-27 21:59:00
1409,904,pending,1830.66,2024-07-06 04:32:00
1410,362,completed,4284.95,2024-07-13 05:23:00
1411,994,completed,3445.79,2024-12-13 07:53:00
1412,553,completed,2971.64,2024-09-04 09:16:00
1413,219,completed,7406.45,2024-10-18 12:13:00
1414,946,cancelled,9298.18,2024-11-25 16:52:00
1415,915,completed,9360.6,2024-11-12 15:03:00
1416,365,completed,6193.75,2024-06-17 09:22:00
1417,110,completed,3562.24,2024-04-05 12:22:00
1418,10,completed,4364.96,2024-04-11 02:33:00
1419,527,pending,4166.12,2024-09-06 00:09:00
1420,788,cancelled,2338.34,2024-07-21 11:19:00
1421,374,returned,8932.71,2024-10-01 08:06:00
1422,450,returned,1702.16,2024-06-30 23:27:00
1423,6,cancelled,8847.41,2024-12-29 06:07:00
1424,195,cancelled,498.54,2024-07-21 13:47:00
1425,340,completed,1687.09,2024-04-11 15:42:00
1426,273,completed,4268.84,2024-10-08 15:51:00
1427,699,pending,3316.39,2024-07-23 16:46:00
1428,946,returned,1401.03,2024-02-25 00:08:00
1429,160,cancelled,5050.01,2024-12-16 07:03:00
1430,695,cancelled,4353.68,2024-11-01 23:00:00
1431,445,returned,2965.72,2024-09-05 02:48:00
1432,440,pending,6214.37,2024-09-18 05:15:00
1433,288,completed,8655.25,2024-12-24 07:42:00
1434,841,returned,2064.28,2024-12-27 03:44:00
1435,748,pending,1967.82,2024-10-29 20:40:00
1436,153,pending,1292.57,2024-07-24 01:17:00
1437,197,pending,4320.4,2024-11-11 06:05:00
1438,886,completed,3865.49,2024-09-25 09:44:00
1439,649,pending,2295.57,2024-08-06 15:03:00
1440,523,returned,6474.34,2024-06-04 03:17:00
1441,373,cancelled,9435.69,2024-12-30 13:15:00
1442,328,completed,1899.34,2024-01-01 01:42:00
1443,763,cancelled,2198.58,2024-08-29 08:58:00
1444,622,completed,4365.98,2024-05-09 15:23:00
1445,343,cancelled,1204.13,2024-12-08 00:43:00
1446,566,pending,3379.0,2024-07-04 23:49:00
1447,604,cancelled,2458.7,2024-05-21 06:37:00
1448,394,completed,8883.22,2024-03-07 20:47:00
1449,617,completed,506.29,2024-12-01 06:12:00
1450,722,returned,9262.46,2024-02-08 17:39:00
1451,352,cancelled,7280.97,2024-04-13 17:46:00
1452,158,completed,1365.54,2024-08-02 17:45:00
1453,259,cancelled,8959.64,2024-08-17 20:45:00
1454,121,returned,770.31,2024-08-02 16:59:00
1455,976,completed,1752.66,2024-05-20 22:08:00
1456,297,completed,9562.45,2024-02-01 22:12:00
1457,759,returned,5000.76,2024-09-29 16:04:00
1458,170,returned,7532.21,2024-07-15 17:49:00
1459,400,returned,6111.46,2024-04-15 05:00:00
1460,164,pending,5961.92,2024-01-05 16:29:00
1461,516,cancelled,3103.76,2024-04-22 09:45:00
1462,275,completed,1793.98,2024-01-24 17:15:00
1463,299,completed,6432.19,2024-05-22 04:17:00
1464,895,completed,6459.89,2024-05-07 06:34:00
1465,119,completed,6521.59,2024-11-19 19:23:00
1466,333,completed,9469.64,2024-10-08 08:46:00
1467,137,returned,8993.52,2024-05-30 10:03:00
1468,641,completed,8256.92,2024-04-22 23:17:00
1469,181,cancelled,9718.89,2024-10-02 21:55:00
1470,797,completed,7253.76,2024-12-18 12:41:00
1471,264,pending,8186.79,2024-04-22 10:17:00
1472,209,returned,1640.85,2024-04-28 23:46:00
1473,445,cancelled,1568.51,2024-09-02 02:31:00
1474,186,returned,1931.78,2024-03-31 06:36:00
1475,503,pending,6510.89,2024-01-11 09:10:00
1476,907,pending,8193.24,2024-12-17 19:12:00
1477,72,pending,813.28,2024-05-05 14:58:00
1478,661,returned,1092.31,2024-09-26 04:46:00
1479,769,completed,6072.61,2024-07-12 12:01:00
1480,113,completed,7658.11,2024-11-25 01:08:00
1481,255,completed,2749.8,2024-11-17 19:00:00
1482,812,completed,9580.42,2024-02-24 17:47:00
1483,838,cancelled,8541.93,2024-02-13 06:08:00
1484,492,returned,8173.1,2024-06-06 10:30:00
1485,159,pending,653.17,2024-12-20 08:40:00
1486,557,completed,309.96,2024-01-23 03:34:00
1487,304,completed,5164.27,2024-07-31 04:00:00
1488,935,pending,337.61,2024-08-06 12:09:00
1489,362,cancelled,2336.26,2024-12-16 12:43:00
1490,906,completed,4969.02,2024-02-26 07:06:00
1491,980,cancelled,3637.35,2024-11-11 10:07:00
1492,370,completed,8966.31,2024-11-05 04:11:00
1493,439,cancelled,6036.15,2024-12-13 13:09:00
1494,915,cancelled,6285.11,2024-05-26 11:56:00
1495,107,cancelled,9170.72,2024-12-04 11:59:00
1496,272,completed,7909.68,2024-03-17 20:09:00
1497,328,pending,3966.94,2024-09-01 02:07:00
1498,592,returned,9599.89,2024-05-22 04:05:00
1499,331,pending,1900.54,2024-07-16 11:20:00
1500,507,returned,4864.76,2024-07-30 19:50:00
1501,652,cancelled,1468.39,2024-11-30 07:24:00
1502,429,returned,5433.6,2024-09-09 17:34:00
1503,842,pending,3907.81,2024-10-24 22:26:00
1504,540,pending,7060.62,2024-04-30 11:00:00
1505,209,completed,3687.74,2024-08-30 04:58:00
1506,113,completed,9122.48,2024-07-03 04:18:00
1507,472,pending,8369.0,2024-10-09 13:15:00
1508,216,pending,653.07,2024-03-11 03:44:00
1509,721,pending,3836.86,2024-01-14 22:27:00
1510,381,completed,7043.88,2024-12-05 18:04:00
1511,489,pending,398.84,2024-07-06 04:05:00
1512,251,completed,223.53,2024-08-01 04:48:00
1513,187,returned,7461.22,2024-09-27 22:19:00
1514,482,returned,7253.32,2024-08-15 20:44:00
1515,14,cancelled,1201.54,2024-01-31 20:02:00
1516,619,pending,5082.62,2024-01-06 12:53:00
1517,434,returned,5586.14,2024-05-12 18:32:00
1518,314,pending,4294.34,2024-03-21 08:05:00
1519,535,returned,9781.47,2024-03-05 23:13:00
1520,411,completed,2267.17,2024-04-04 23:35:00
1521,620,completed,8183.93,2024-08-27 15:20:00
1522,669,returned,8289.81,2024-03-25 01:51:00
1523,381,returned,2027.83,2024-02-25 03:04:00
1524,372,cancelled,377.68,2024-05-24 05:34:00
1525,110,completed,2197.91,2024-01-06 09:12:00
1526,565,pending,6420.05,2024-01-17 07:17:00
1527,88,completed,5681.02,2024-09-04 01:03:00
1528,323,completed,9440.74,2024-01-05 11:48:00
1529,290,returned,5052.14,2024-06-10 12:46:00
1530,365,pending,7056.3,2024-02-19 10:26:00
1531,919,completed,5071.55,2024-03-17 00:37:00
1532,816,returned,4821.84,2024-01-20 09:10:00
1533,156,returned,879.65,2024-11-16 02:45:00
1534,238,pending,8094.01,2024-11-30 04:49:00
1535,736,pending,9934.82,2024-09-13 16:46:00
1536,624,cancelled,4530.05,2024-03-08 10:18:00
1537,369,returned,496.13,2024-12-30 21:24:00
1538,245,pending,9970.39,2024-11-06 02:09:00
1539,581,returned,1064.32,2024-01-08 04:49:00
1540,892,cancelled,5516.65,2024-02-14 15:06:00
1541,466,cancelled,1780.2,2024-05-31 05:04:00
1542,287,cancelled,3598.35,2024-02-06 05:45:00
1543,791,returned,2653.65,2024-08-30 08:48:00
1544,898,returned,6537.89,2024-03-12 03:36:00
1545,500,completed,3698.37,2024-05-26 12:26:00
1546,878,pending,4464.19,2024-09-19 19:20:00
1547,383,completed,6853.79,2024-09-16 14:16:00
1548,899,completed,6244.08,2024-11-25 01:47:00
1549,810,pending,7027.48,2024-10-14 00:09:00
1550,874,completed,2977.54,2024-03-22 18:25:00
1551,875,completed,2308.21,2024-08-24 21:05:00
1552,358,returned,4738.04,2024-09-30 14:06:00
1553,88,pending,7344.6,2024-07-22 13:12:00
1554,412,cancelled,738.27,2024-06-24 19:31:00
1555,218,returned,1231.83,2024-08-20 01:34:00
1556,160,returned,1540.59,2024-04-19 10:36:00
1557,33,returned,717.76,2024-07-04 13:30:00
1558,219,completed,2193.78,2024-01-12 21:27:00
1559,277,cancelled,6393.3,2024-02-12 04:04:00
1560,281,returned,908.92,2024-12-30 14:55:00
1561,430,pending,6729.48,2024-05-12 05:53:00
1562,56,completed,8960.07,2024-08-07 10:48:00
1563,305,pending,2066.19,2024-08-02 15:30:00
1564,549,pending,9659.34,2024-08-11 11:58:00
1565,710,returned,8247.86,2024-10-14 19:12:00
1566,80,pending,3304.95,2024-06-11 00:09:00
1567,919,returned,9344.81,2024-09-12 10:07:00
1568,812,returned,2701.75,2024-01-02 14:53:00
1569,878,pending,6379.5,2024-11-23 18:06:00
1570,38,pending,7482.5,2024-04-06 13:44:00
1571,560,pending,6049.34,2024-04-20 11:13:00
1572,976,pending,9720.27,2024-10-22 00:23:00
1573,834,cancelled,260.29,2024-06-06 16:52:00
1574,889,completed,7023.24,2024-11-28 14:26:00
1575,421,cancelled,3586.89,2024-10-04 13:33:00
1576,998,cancelled,1222.46,2024-03-31 14:27:00
1577,383,pending,5572.26,2024-03-24 17:27:00
1578,391,cancelled,8466.41,2024-12-18 21:27:00
1579,650,cancelled,7050.72,2024-02-20 02:51:00
1580,858,completed,987.42,2024-01-09 19:59:00
1581,422,completed,5014.41,2024-11-15 17:06:00
1582,649,returned,5083.28,2024-01-17 21:18:00
1583,873,returned,2197.52,2024-08-20 17:24:00
1584,118,pending,8577.79,2024-03-04 11:50:00
1585,936,returned,4188.05,2024-11-26 22:50:00
1586,759,returned,175.29,2024-07-10 07:32:00
1587,291,cancelled,8808.11,2024-05-15 09:53:00
1588,925,returned,6765.68,2024-01-03 13:02:00
1589,16,completed,1618.42,2024-07-10 16:52:00
1590,760,cancelled,3417.39,2024-10-19 13:15:00
1591,570,returned,2007.34,2024-11-25 12:53:00
1592,53,returned,1375.82,2024-11-21 12:46:00
1593,178,returned,9051.3,2024-09-21 05:27:00
1594,237,completed,7129.25,2024-03-05 16:07:00
1595,647,returned,8446.0,2024-11-17 08:53:00
1596,567,pending,9492.13,2024-04-14 02:05:00
1597,27,returned,214.23,2024-10-30 04:01:00
1598,633,completed,5760.76,2024-01-13 23:46:00
1599,134,returned,6381.19,2024-07-02 05:15:00
1600,669,pending,3039.53,2024-10-01 07:46:00
1601,799,returned,7726.88,2024-12-03 01:17:00
1602,85,pending,6311.64,2024-11-22 18:55:00
1603,106,completed,4645.36,2024-11-01 03:06:00
1604,146,cancelled,2693.75,2024-04-02 02:04:00
1605,507,cancelled,9135.92,2024-04-16 12:06:00
1606,503,completed,4196.08,2024-09-06 20:04:00
1607,216,returned,3815.02,2024-06-09 20:58:00
1608,462,pending,1880.08,2024-01-06 05:42:00
1609,581,completed,1260.35,2024-06-24 11:30:00
1610,629,completed,1668.04,2024-05-10 03:12:00
1611,621,completed,5405.95,2024-09-22 16:48:00
1612,157,pending,8682.06,2024-02-28 06:01:00
1613,336,pending,2275.64,2024-12-20 04:17:00
1614,281,returned,2072.45,2024-02-17 11:45:00
1615,565,cancelled,4723.73,2024-09-10 13:32:00
1616,970,returned,9231.25,2024-05-08 05:12:00
1617,704,cancelled,9622.53,2024-02-22 18:50:00
1618,785,cancelled,1739.97,2024-04-15 23:31:00
1619,444,returned,4295.0,2024-05-19 10:39:00
1620,111,returned,4350.2,2024-10-17 11:23:00
1621,920,completed,4549.09,2024-01-18 16:16:00
1622,601,returned,3005.39,2024-11-26 16:22:00
1623,408,completed,1235.03,2024-06-14 13:50:00
1624,191,cancelled,2528.65,2024-04-20 21:23:00
1625,381,pending,7817.19,2024-03-03 00:20:00
1626,705,completed,7196.35,2024-04-19 14:36:00
1627,815,cancelled,8997.57,2024-10-14 02:24:00
1628,291,pending,5319.9,2024-02-22 17:17:00
1629,734,completed,5782.09,2024-11-26 13:43:00
1630,775,returned,3246.05,2024-06-12 06:12:00
1631,51,returned,5036.64,2024-05-20 13:07:00
1632,128,returned,1794.28,2024-06-16 18:24:00
1633,243,completed,2921.87,2024-11-25 18:00:00
1634,934,returned,2915.22,2024-07-25 01:57:00
1635,547,completed,3440.16,2024-01-09 02:30:00
1636,98,returned,7260.21,2024-05-20 10:48:00
1637,355,returned,889.7,2024-06-09 15:39:00
1638,49,returned,3054.59,2024-08-20 15:54:00
1639,657,completed,8446.45,2024-11-12 03:01:00
1640,230,completed,8272.02,2024-03-12 03:20:00
1641,883,returned,2340.78,2024-02-15 06:46:00
1642,924,cancelled,8179.86,2024-10-02 00:59:00
1643,705,completed,2670.91,2024-01-23 03:03:00
1644,970,cancelled,842.92,2024-06-17 22:39:00
