event_id,user_id,event_type,page,product_id,session_id,event_at
2986,407,purchase,home,74,2b7bfb28-2b92-4e94-af72-7bee060d4b29,2024-09-16 04:56:00
2987,525,remove_from_cart,search,4,d4865620-ca4a-489b-a7bb-8473014bbb0e,2024-05-17 01:26:00
2988,131,page_view,search,82,582a65d9-7d78-4e9e-9126-a4f60bb4ad70,2024-06-05 07:51:00
2989,290,page_view,home,20,aa08e01f-5faf-47b7-97a7-30936cde41d9,2024-04-29 22:59:00
2990,783,page_view,home,85,0dd9c2ca-3747-4679-85a2-d31f6f41badd,2024-04-10 01:47:00
2991,113,page_view,product,18,8f77a59b-bcf6-431a-82a2-7ab1760c602f,2024-07-18 07:15:00
2992,613,search,search,53,1f97a984-6694-4ceb-8719-8f51a487acb9,2024-09-20 09:37:00
2993,418,purchase,checkout,68,931bcaf8-b826-442a-bbf7-ea040a1311ea,2024-07-26 15:12:00
2994,990,remove_from_cart,profile,66,7d424819-543c-48f7-a223-fe1306e0babf,2024-03-04 11:43:00
2995,246,search,home,24,54432294-162c-4c3a-92a5-cabb516004eb,2024-03-27 02:38:00
2996,15,remove_from_cart,product,90,2da2b5ca-e7e3-4883-85ed-b0baa5eb0120,2024-12-02 12:02:00
2997,933,remove_from_cart,checkout,74,b36bc679-1d69-4053-a054-ac368c87d153,2024-01-29 08:48:00
2998,244,purchase,profile,39,f0461583-aaf9-4043-bbf8-434198e338f6,2024-12-23 23:16:00
2999,264,purchase,search,34,3d366137-fdc1-4d94-8c4e-5ce551185217,2024-06-03 04:41:00
3000,68,page_view,home,53,13c25260-cbd9-4605-b664-75886ad63a54,2024-08-14 00:39:00
3001,626,page_view,cart,27,546c679e-52a2-44a9-a8a6-04b0e7b82214,2024-11-20 01:14:00
3002,176,purchase,profile,12,84c96afe-7a90-417c-99f7-e727cb5053a6,2024-06-22 03:40:00
3003,981,search,checkout,14,28096032-470a-4835-8b84-9e9b36706fee,2024-01-17 08:01:00
3004,693,remove_from_cart,cart,55,6c9a37a4-7659-471d-8e5e-8ea3d13f436a,2024-05-13 12:14:00
3005,545,search,search,75,99d5ceab-c50a-413d-93c2-bbcc8dd20d81,2024-03-18 04:33:00
3006,317,page_view,home,40,6a31b33d-3187-4fc4-a385-09a9f719478f,2024-05-11 23:40:00
3007,631,purchase,search,6,4cf504af-68fc-4d1e-b089-b352b12b77e5,2024-12-22 20:58:00
3008,674,remove_from_cart,profile,64,4f86a090-cc08-49dc-a3b2-1f655dc1db88,2024-11-24 07:20:00
3009,519,page_view,cart,35,d575c030-9c5a-4389-ad95-7916a0a51e56,2024-02-26 13:15:00
3010,108,search,search,92,8dbee092-8d22-4739-972c-8a3bbabc6056,2024-03-22 14:59:00
3011,366,page_view,home,53,4bbe543b-b97e-4eb5-8aba-d16340059130,2024-12-03 21:36:00
3012,861,add_to_cart,home,43,8d3abc9d-6976-453d-8c28-e5bc7d242057,2024-04-07 19:41:00
3013,26,page_view,cart,4,7ab9d49e-1716-420d-b8dd-9e3f0aa9c81a,2024-12-28 13:45:00
3014,496,remove_from_cart,search,81,6c5747d8-43ec-477c-ae31-900d3d95f911,2024-03-04 14:39:00
3015,860,search,profile,73,9da4e1de-46e0-4b91-a2a2-c26f24a3d6a5,2024-01-29 06:43:00
3016,647,add_to_cart,home,31,ad410afa-d0d6-4334-b826-33a0f27b8c71,2024-10-30 07:30:00
3017,367,search,home,100,a748aff1-cc00-4317-8ade-7fd048c6284b,2024-04-20 22:00:00
3018,707,page_view,product,12,f60c5a9d-601f-40b7-948d-2edf1db15eb7,2024-08-23 00:39:00
3019,600,remove_from_cart,cart,76,59f79074-e113-4445-84d3-d1d6b3a87661,2024-06-14 14:04:00
3020,552,page_view,product,33,307a4472-f0cf-4713-80a7-5f352acf6529,2024-02-28 01:11:00
3021,881,search,home,56,3bfd22b4-f26f-48f6-a98c-baf3c8a7a565,2024-03-01 12:36:00
3022,101,search,cart,28,c2eb9f78-ee97-428f-8199-1d9baf778b77,2024-07-31 02:03:00
3023,425,purchase,home,60,2e8e3121-fc06-4395-9a53-2208f81d8025,2024-07-21 18:24:00
3024,493,page_view,product,42,3e9a97f3-1a02-440b-92ea-4ba14b328a09,2024-12-28 16:39:00
3025,126,add_to_cart,checkout,14,1154cfa8-b03f-4a5d-9879-43a86e265864,2024-08-28 15:15:00
3026,977,add_to_cart,checkout,69,58ddd900-2d95-46fd-85dc-eca59ec75fdd,2024-11-30 10:45:00
3027,976,purchase,search,98,69f857ce-2c25-42bd-ae4c-67e4f150738a,2024-02-06 01:50:00
3028,353,add_to_cart,search,76,d1f13903-4675-40b9-b6a6-c5d9c10731c3,2024-05-28 02:26:00
3029,835,search,checkout,30,7417d829-d08b-4f78-a053-c072ca350a44,2024-02-07 16:22:00
3030,381,add_to_cart,profile,41,ad58875b-ee59-4486-bfa1-e42b1c86e8f1,2024-07-31 14:24:00
3031,721,purchase,search,57,c350ce59-c649-42c8-b127-4552d54a49eb,2024-11-08 21:00:00
3032,330,remove_from_cart,home,11,42a5361f-4045-4b71-bc54-ffa6ddca274e,2024-08-04 21:47:00
3033,390,search,home,12,5f394aec-6dca-435c-85c0-798a3e4883ba,2024-07-02 06:18:00
3034,22,remove_from_cart,product,99,4e4b4a5d-e959-4eb7-8fec-5dd2096ba8a9,2024-06-04 04:27:00
3035,985,search,search,53,9da433b7-966e-42d1-931c-226e74b4800c,2024-12-04 18:50:00
3036,442,search,checkout,53,3a85fd07-a2b5-4cde-b54d-0aa0c5d6b2ee,2024-09-21 13:39:00
3037,806,search,home,7,369ac031-bb75-4795-9578-7a28bc055322,2024-08-27 17:11:00
3038,516,page_view,checkout,2,9db9b0ae-39b2-479e-8380-a1907e8fd348,2024-05-13 03:48:00
3039,250,purchase,search,91,0ce5057a-d21c-4e58-9346-d5732d22cd21,2024-11-24 13:17:00
3040,687,page_view,cart,73,52906728-4a99-4ef4-b278-ee729010d9a2,2024-09-03 01:13:00
3041,565,add_to_cart,cart,13,9345fa04-baa3-4fdb-a424-a5660049150b,2024-01-02 07:04:00
3042,897,page_view,home,48,8d141209-c20b-4889-94c4-b7d9da59e1d7,2024-07-01 15:48:00
3043,653,purchase,home,9,6c2549cc-6b04-4aab-ab3d-b4cfcb36a8e3,2024-10-02 07:00:00
3044,954,purchase,search,40,b3375845-e9c6-4f3e-9ec2-ea2133c40876,2024-11-09 00:32:00
3045,186,remove_from_cart,cart,49,38f036a6-ac7d-428c-9d44-8a25048c6cdb,2024-01-08 21:53:00
3046,723,search,cart,30,eb32f747-e7c4-42de-a30d-8a673f060f2c,2024-03-18 00:07:00
3047,964,add_to_cart,home,20,b4b3bd56-ed12-4a92-8bfc-14a090e7816f,2024-03-06 06:36:00
3048,788,add_to_cart,profile,45,6d7b5529-1a2f-4da5-b9f6-d5eb5f702fba,2024-05-18 01:15:00
3049,383,purchase,home,30,eb13ef13-9ae1-4bf8-9fac-1d8cd7254243,2024-04-11 17:16:00
3050,988,remove_from_cart,checkout,21,bb673367-620e-49f3-9b10-6ca9fe8ffd39,2024-11-16 14:35:00
3051,76,add_to_cart,home,77,135ba516-2667-4cdd-b433-c26ffd7801fa,2024-07-18 20:45:00
3052,845,remove_from_cart,profile,90,32571d5f-6546-45b4-b7eb-97076cd8597a,2024-09-02 07:52:00
3053,379,page_view,cart,85,8c6c1eaa-1e5d-431c-b27c-6916f367856f,2024-05-27 18:24:00
3054,50,purchase,checkout,8,318f10ef-13a3-462f-9874-552e3f0fb3ad,2024-08-17 22:27:00
3055,420,remove_from_cart,checkout,12,5a82fc68-87f6-432c-be1d-722f15830d50,2024-03-16 08:13:00
3056,297,purchase,profile,72,05f778b9-fdfb-49d2-a993-5d5c0d287f72,2024-04-22 08:33:00
3057,335,remove_from_cart,search,59,6e5215c2-4811-4c6e-abee-851043befc7a,2024-06-23 03:43:00
3058,337,purchase,search,67,b2a122aa-49e0-430a-98ba-41b847a39c14,2024-01-22 00:20:00
3059,863,search,product,19,76471a50-9bc9-43ef-ab1d-167fc56dd4dc,2024-08-04 20:37:00
3060,483,add_to_cart,checkout,7,2790f3f2-c862-43c1-8537-8c760fc90cb8,2024-08-10 07:47:00
3061,923,page_view,home,57,5cf07d68-57c7-4337-a361-5794723ba7c4,2024-11-06 16:40:00
3062,159,page_view,profile,6,482ba03c-5970-4619-8ae6-44f3d306838e,2024-11-10 10:39:00
3063,182,purchase,search,32,3179dbd3-3e93-49dd-8af1-42bb761b7a60,2024-04-29 05:34:00
3064,341,search,profile,90,bc0a405a-5967-4336-9687-070aa2cfc67c,2024-07-11 17:14:00
3065,915,remove_from_cart,cart,15,bd06a36d-7005-4a3e-9d81-2da63d02897e,2024-02-08 13:54:00
3066,714,page_view,profile,8,f5aa066d-fc9a-4870-aee7-58cbf88b012e,2024-07-15 11:05:00
3067,322,page_view,product,66,414589c5-cb25-4ec3-97d6-179446377769,2024-03-17 05:10:00
3068,426,add_to_cart,search,99,58f4bc27-bbd8-4819-add7-37527cb4d204,2024-04-10 12:48:00
3069,348,search,search,30,2695f3fe-56e2-4803-b551-512ae22eab6b,2024-05-20 23:56:00
3070,631,search,checkout,7,2ab41302-d22b-451a-a59b-8038374c934b,2024-06-18 04:02:00
3071,740,remove_from_cart,search,70,612ad4ae-965b-4f5d-8c00-ddc4fbd7e6f1,2024-03-13 10:09:00
3072,390,purchase,profile,77,5a212d61-5a3f-44aa-8b32-c23d22d874d4,2024-02-09 23:12:00
3073,822,search,search,48,42d0865a-0bd4-4257-a1ca-df56da71be3a,2024-02-16 11:32:00
3074,411,search,cart,5,5c291498-a03c-4c9a-b281-e20ef60abd21,2024-11-09 09:53:00
3075,528,purchase,home,68,a69b29a0-b510-4981-ada5-7462c8bef231,2024-09-28 04:38:00
3076,626,page_view,profile,60,83d69691-cf8d-4335-836e-31e7ef0bd9e7,2024-09-30 00:57:00
3077,786,purchase,checkout,54,b81e39b8-5e0e-407b-99cd-85d68c8a3d5f,2024-02-20 11:16:00
3078,367,search,profile,2,dcca83fe-8c0d-4247-a746-fd79c55fca8b,2024-12-02 20:27:00
3079,108,search,checkout,7,f9b6a885-889d-4910-afbd-bd33eff29327,2024-01-14 02:13:00
3080,424,remove_from_cart,home,19,385c73dd-3afc-47bd-8e72-b078593d801f,2024-04-04 00:04:00
3081,432,add_to_cart,cart,58,8604c9c1-6611-4957-a80e-242964e633fc,2024-07-20 19:06:00
3082,246,purchase,cart,83,bca3b04d-fb07-4b50-89dd-741a9a489238,2024-08-16 05:54:00
3083,701,remove_from_cart,search,71,5619972d-9b54-4956-a7a9-ee2240f809b8,2024-07-01 12:34:00
3084,277,add_to_cart,home,92,c408ca0a-b179-4fc3-9495-9b1ede5b61e3,2024-03-28 04:32:00
3085,923,search,search,41,898a44aa-8a67-4df9-abfe-f963d5ea1128,2024-04-16 10:52:00
3086,258,page_view,cart,32,8d268611-6df6-4941-9635-08ec9540fdeb,2024-01-19 03:40:00
3087,941,search,cart,23,3cd499d3-f133-4b0b-b317-b56b5cf51d84,2024-07-21 14:58:00
3088,239,purchase,product,20,02e92429-979e-4c02-8102-f1a7be0dba08,2024-06-15 03:22:00
3089,244,page_view,home,91,06b1ef58-a94a-47c1-84b4-7243f4038578,2024-05-14 20:14:00
3090,24,search,home,38,15966963-c73c-4634-98d5-635338fa2eba,2024-06-13 07:05:00
3091,35,page_view,product,42,b7decc60-a6a3-4338-a29b-bd57059b6639,2024-11-08 01:18:00
3092,460,remove_from_cart,cart,90,2027f1f2-b253-4f76-99cf-c7cbc7ae8a45,2024-09-03 13:38:00
3093,90,purchase,home,29,646f329a-d373-45a4-94f7-9bfe861b118d,2024-06-25 18:20:00
3094,70,search,cart,53,2eac6d4a-1211-48d9-b5e4-84616c208445,2024-10-24 22:06:00
3095,485,add_to_cart,search,39,b8a4fde1-ba8c-4651-98b2-e76c8cbf6886,2024-08-30 02:09:00
3096,463,page_view,search,77,72a319e6-ed1d-4386-bec9-2e5591077601,2024-03-18 15:10:00
3097,808,remove_from_cart,home,78,eff8d4a2-36a0-4a55-a723-9c3ffb66328e,2024-10-03 22:31:00
3098,552,add_to_cart,product,30,717963d2-a7b7-4a4c-8826-0a91afa64bbc,2024-04-18 01:27:00
3099,373,remove_from_cart,profile,80,d05c9b50-25e4-4e01-a182-b65a0a960a4a,2024-08-18 12:04:00
3100,248,remove_from_cart,cart,17,445e8e9c-7250-4b54-9820-6c598d59a1d7,2024-12-27 04:00:00
3101,715,add_to_cart,product,57,5874dcc4-8b5c-44ad-b61f-282523ca9a76,2024-11-13 13:06:00
3102,675,purchase,checkout,86,2aea6096-4cfc-404c-9e51-4b1a8ab6c953,2024-01-15 01:05:00
3103,833,add_to_cart,search,6,7d2ec8a3-58fd-46c0-8a18-0b8f01d11a29,2024-10-09 11:49:00
3104,744,remove_from_cart,profile,9,ec16bd77-c2f6-4635-b534-9c1f848feaac,2024-08-19 05:41:00
3105,605,remove_from_cart,search,71,7e727b8f-73a9-423e-bca2-c834986d3e9a,2024-12-30 19:35:00
3106,254,add_to_cart,profile,90,1cae0dd3-7523-4db8-b512-9ed5a54052bd,2024-02-28 02:36:00
3107,523,search,checkout,71,e2ffe80d-0a8d-40ca-820a-b1f3b5c12ed7,2024-05-05 11:19:00
3108,35,remove_from_cart,product,87,c2702c6d-665e-4276-8d96-41830f8dc25a,2024-06-14 20:25:00
3109,805,remove_from_cart,home,95,49804748-bebf-4857-9e89-812e89e20fcd,2024-07-16 00:40:00
3110,350,purchase,cart,27,72c36f38-a795-4f0b-9c3e-ef2a2571a447,2024-03-11 19:00:00
3111,51,search,search,79,c58025f6-31fc-40d0-a8cf-4ea795fe9cce,2024-06-21 00:51:00
3112,590,page_view,cart,64,c25a5317-7cb6-4d15-94d7-dbbacaf1b5a9,2024-12-16 05:31:00
3113,957,remove_from_cart,home,98,470e6fd9-3c9f-4857-b768-8ab4fb30cb50,2024-08-08 22:15:00
3114,928,purchase,product,20,bf918e29-f1f7-45af-89e9-1f2884b88d3a,2024-11-04 17:57:00
3115,181,add_to_cart,cart,2,7d60b19a-b6d9-4f98-8df1-8b2e4ec1d6c5,2024-06-25 07:32:00
3116,401,remove_from_cart,product,12,c9d8895e-3f26-4518-83e4-6d405233247f,2024-03-07 06:20:00
3117,573,remove_from_cart,search,89,f5615da7-0408-4f65-b010-b1e74d7fa3cd,2024-05-15 04:03:00
3118,586,remove_from_cart,home,68,462df794-2922-40b2-9c72-f9debbf7ee0d,2024-05-19 09:17:00
3119,442,add_to_cart,home,35,cfbaf6d8-f1f4-4dda-a4e1-ff67d66eec08,2024-04-05 09:21:00
3120,752,purchase,profile,75,3ed524a1-ef9b-4965-9b29-69c2b54683f9,2024-08-27 05:28:00
3121,197,page_view,product,86,a5fe84ee-2fbc-4c3d-8cbb-7a79fbb8f6af,2024-11-09 05:52:00
3122,728,page_view,home,83,a13fdf09-e5dd-49cb-b377-00e05dee789c,2024-09-17 01:32:00
3123,887,add_to_cart,profile,76,cb112816-1191-4086-b277-380de642d80d,2024-04-23 17:02:00
3124,469,remove_from_cart,product,68,5c1b17cb-f1e6-4eea-bf11-257006463f9d,2024-06-24 20:29:00
3125,855,add_to_cart,search,6,ba804f1f-bfde-43bb-9d09-4aa6661f384b,2024-04-29 04:05:00
3126,675,purchase,cart,16,9e8bec24-62ac-45f6-b9cf-18a9e25b8aa5,2024-06-11 11:27:00
3127,656,purchase,product,95,a5892ee5-b589-4818-b61b-1dc3e4bb6336,2024-04-07 14:24:00
3128,75,page_view,checkout,18,38890413-393c-4576-9c8a-0e8b3a097679,2024-08-12 14:42:00
3129,749,search,profile,90,6bd03ba8-a505-480b-bce9-906b0bfa07e6,2024-09-05 23:26:00
3130,646,remove_from_cart,profile,95,0515722d-39d6-4d6c-bce6-e5338393ba43,2024-11-06 15:15:00
3131,156,remove_from_cart,checkout,4,332d5068-ad64-443d-b4d1-74151d446064,2024-07-07 21:30:00
3132,770,page_view,cart,3,308e127a-3d25-4a6b-9d1e-b99d325a1f7b,2024-03-10 22:05:00
3133,98,search,product,43,0929c776-6df8-4b6d-9aa2-9910d70a3a98,2024-01-06 23:49:00
3134,379,search,profile,99,095c689e-128e-4a32-9dbd-5e5337488f22,2024-04-21 12:45:00
3135,534,add_to_cart,cart,99,6f279889-ad4a-49a7-b2ab-3e25d33d74c3,2024-02-03 14:49:00
3136,50,add_to_cart,cart,84,9d0d02ec-7066-48a9-ad7b-1b02775a73db,2024-06-29 20:46:00
3137,992,remove_from_cart,profile,19,bef02e1c-2e34-486e-b61c-618cd51c7d1c,2024-07-11 14:58:00
3138,262,purchase,search,88,978965c3-62a3-4368-acfe-daaeb477752e,2024-04-30 09:19:00
3139,195,add_to_cart,product,21,2575bba6-3162-409e-ae5a-dd9b48ef1415,2024-10-09 06:28:00
3140,853,add_to_cart,home,26,9474deae-1f05-4afc-bb57-ff0487b67c38,2024-01-05 05:43:00
3141,507,add_to_cart,product,17,5786bc66-0f53-4ca6-a3e4-5840df98602a,2024-01-16 09:19:00
3142,561,remove_from_cart,home,83,e34268c5-68fa-498d-9702-9498220c32cf,2024-01-13 00:17:00
3143,364,add_to_cart,cart,37,5cb7da53-a07a-49cf-a2de-a2864ff0685a,2024-05-20 12:52:00
3144,953,add_to_cart,product,64,6d1e4f72-f635-4642-a99f-cdc04949ee63,2024-11-05 04:32:00
3145,74,purchase,product,62,fa9a3718-ed65-4a8d-becc-8b784e1d1c5d,2024-03-31 08:49:00
3146,249,add_to_cart,cart,60,ecd74c67-f350-4ffe-b9fc-e371a21fda5b,2024-08-17 05:43:00
3147,22,remove_from_cart,search,91,9fd3332e-f153-47b8-a333-5dad09027e6a,2024-05-14 09:15:00
3148,977,purchase,checkout,19,2f666040-3aa7-404e-bf88-ae5586cfa380,2024-11-22 17:52:00
3149,155,remove_from_cart,profile,48,4087c920-cdca-455f-b4a2-931be637e340,2024-10-19 19:19:00
3150,817,search,cart,72,fc637185-7546-4d34-865b-8a1204324042,2024-03-24 23:50:00
3151,984,purchase,cart,74,4e84d8a5-ee34-47ae-8f86-ea6d7a5f994f,2024-07-17 11:23:00
3152,610,search,checkout,56,04b0b6d5-b7a7-49f0-bea1-732767db9d5f,2024-11-19 23:48:00
3153,695,search,cart,14,83734725-76cc-456c-8c89-7827b19b7750,2024-05-01 00:00:00
3154,519,purchase,home,7,e1b99a1a-83b2-4ab0-a1db-b7b504a0dfc0,2024-08-04 04:14:00
3155,344,search,profile,15,86c2f426-c4ab-4052-8776-ba0e2a799d34,2024-07-20 18:13:00
3156,784,page_view,search,24,42f3e340-0919-4249-b8d3-62bce62162b3,2024-12-09 08:47:00
3157,874,remove_from_cart,checkout,87,5ca93cde-4dce-41b3-ad0e-298a4b4a86c6,2024-05-27 18:20:00
3158,865,purchase,profile,50,ef4d28dd-1aac-4ddd-963a-e818c0875ce7,2024-12-09 21:21:00
3159,412,purchase,home,24,285017d2-db6f-40a6-a621-56890862e162,2024-12-06 00:31:00
3160,437,add_to_cart,cart,94,47c9d047-5491-440d-b78b-d098f7901f77,2024-06-09 02:57:00
3161,244,page_view,search,53,73eb891f-cd24-419d-8301-96fe647292d0,2024-02-27 04:29:00
3162,751,add_to_cart,cart,91,61b952dd-08f3-4bfe-86f3-effa2b603560,2024-09-24 10:52:00
3163,493,search,profile,40,b9b022fe-9fa8-425b-ae75-c8bd18efdb5b,2024-11-15 09:04:00
3164,787,search,cart,89,e31d8ac8-5c17-4706-a4ee-9bbd467bd36b,2024-06-01 05:27:00
3165,329,remove_from_cart,search,82,651dda87-c8eb-4d3d-9d09-a665768f3ff5,2024-06-12 07:28:00
3166,957,page_view,cart,61,ded0e33e-21ca-41e4-8025-84c0e709a4b6,2024-06-28 08:39:00
3167,303,page_view,cart,66,78bc28d8-e426-49a2-adc2-2d6b92f2ec3f,2024-08-24 09:17:00
3168,611,page_view,cart,86,08a34c65-4244-4a67-b1ed-0764f409fa04,2024-01-07 05:09:00
3169,161,search,cart,9,b2c73f17-92af-4b7b-a902-bed50006ebc3,2024-10-05 23:23:00
3170,679,search,search,57,cee5e462-ea96-4b99-82bf-0895c3e5c75e,2024-07-11 16:05:00
3171,77,purchase,profile,41,4ea2c223-f01e-4351-aa12-cb4b2bf4a645,2024-06-29 00:53:00
3172,921,search,search,15,a596182b-44b8-47b9-bb3a-9f20dad72d3a,2024-06-07 19:03:00
3173,867,search,checkout,55,914eb9a5-ca04-4278-bddc-15241ed7c836,2024-11-05 18:07:00
3174,831,remove_from_cart,checkout,36,9cc61f0d-7232-4a7c-bca1-6117c9616745,2024-10-10 00:03:00
3175,310,search,profile,55,c078ef89-3a66-4bc2-9e31-63364ad31c87,2024-10-22 01:33:00
3176,680,page_view,profile,20,7fbc2be1-db14-4ec5-a709-0df54dbad2f6,2024-07-11 15:46:00
3177,527,add_to_cart,product,33,a2db1822-8ee6-4b01-8c15-62f0aa64ec90,2024-10-20 00:46:00
3178,815,search,product,40,5515787a-ddce-48ca-9fb2-616286cf4e13,2024-03-08 15:17:00
3179,926,search,checkout,65,a2c74147-ea8a-4025-8749-8a24dbe3a58b,2024-05-31 14:20:00
3180,175,add_to_cart,search,9,9bec6041-5feb-4442-8778-6cb9835baa42,2024-07-08 10:04:00
3181,324,purchase,product,82,e8efbec1-edae-4318-aa15-57bfe340e53f,2024-06-01 19:39:00
3182,240,purchase,product,76,5a0b2397-0a16-4c28-9802-4080bb369c09,2024-11-03 10:51:00
3183,932,add_to_cart,home,35,8f574cc5-e7ce-4de4-9a91-fa231e39cfe6,2024-04-15 01:06:00
3184,415,page_view,cart,18,32ae2d3d-0fb1-4a5d-9305-3d6029618f6c,2024-07-31 07:47:00
3185,883,purchase,cart,80,633f1e3f-f03b-4da9-9538-f2132958f64c,2024-11-03 20:48:00
3186,755,purchase,profile,95,f58895d9-d9d0-4527-a727-ab0b16fcf286,2024-04-03 18:32:00
3187,314,purchase,profile,67,d8b3814e-faae-43c5-8b19-b9bb1bb31cab,2024-07-04 16:51:00
3188,971,remove_from_cart,checkout,53,7d5442ac-359d-4a56-b56c-778fc730f93d,2024-01-16 11:01:00
3189,675,remove_from_cart,checkout,47,1471c3ff-d2df-49b6-9103-d4f5bf0f44ad,2024-11-01 18:30:00
3190,370,add_to_cart,profile,80,ed289f6a-96ff-4da4-b1fb-fb14e8c16795,2024-03-24 18:43:00
3191,85,search,search,99,e98daa2b-a16c-4834-99c6-4e8cea1b40ae,2024-11-16 20:42:00
3192,110,search,cart,6,f11ac49a-e5b3-4f36-8df3-f239f1f62482,2024-06-25 08:32:00
3193,862,remove_from_cart,checkout,93,d91e55e0-1d08-44af-98fe-062b8a9060c3,2024-07-02 05:37:00
3194,949,page_view,profile,69,47d9c7f8-b6ab-42a3-9d2b-24d0b9f856cd,2024-10-26 06:23:00
3195,535,page_view,cart,70,6dac0a16-0ca3-40e8-b465-133f3a95d765,2024-04-11 01:28:00
3196,395,search,product,87,708eaf3a-9d8b-4816-afff-a0d9c06f9660,2024-01-01 10:16:00
3197,884,add_to_cart,checkout,4,da94fa89-05c1-40e9-9237-38804c3e8529,2024-03-13 08:17:00
3198,129,page_view,home,62,3ce3a4aa-b305-4ce0-aca4-e09e4f9e2a2a,2024-04-26 16:18:00
3199,630,purchase,product,94,6decb617-5e61-4faf-8b00-a9c69621a699,2024-08-18 08:15:00
3200,731,purchase,search,93,ec218dc5-7113-4e37-ba50-64221229bc33,2024-06-06 17:23:00
3201,35,purchase,home,9,cb372421-878f-4852-925d-7751db1adadb,2024-05-02 22:19:00
3202,143,add_to_cart,product,42,e31e9879-954e-4fa1-9743-2d1ac0c489e1,2024-06-11 23:01:00
3203,284,remove_from_cart,profile,95,77f96467-3d62-4cb7-99a3-f5608c5fe8f6,2024-01-13 11:31:00
3204,739,page_view,home,85,7daa9355-9c36-4c65-a318-5a743d98a705,2024-08-08 04:02:00
3205,522,page_view,product,1,232bc283-7632-493e-90e5-a47e58059b45,2024-02-28 20:06:00
3206,914,page_view,cart,12,8f2a819f-8454-4e02-9d49-a5c727298b8f,2024-03-14 11:32:00
3207,966,search,checkout,89,7dbd7dd8-d756-4ba8-b97b-68d005a80d9f,2024-01-23 09:38:00
3208,671,purchase,home,18,4a28f231-7957-4d34-9c34-8c1cd0fc1d8d,2024-11-25 05:20:00
3209,46,search,product,88,53685d12-eea8-4ecb-8e56-b8406b38e18c,2024-01-16 03:06:00
3210,631,search,search,42,31788fe7-0e0f-4b3c-aff4-438123ff36a3,2024-06-21 05:25:00
3211,88,purchase,product,67,4a6c6264-cc72-440c-bf52-cde91dff7e68,2024-12-21 04:31:00
3212,42,add_to_cart,profile,49,35fef007-0805-4f3c-b3e7-27d70e2347c7,2024-03-02 04:23:00
3213,578,add_to_cart,checkout,75,50043beb-6a15-4bd2-8df4-898e0ce65084,2024-09-08 12:59:00
3214,5,remove_from_cart,home,24,23f70271-ba2c-47b7-a7ed-c24b9529bc81,2024-08-18 03:34:00
3215,887,add_to_cart,home,15,35c4392e-c751-4433-aa7d-56279a82496a,2024-01-06 01:32:00
3216,686,remove_from_cart,search,45,10f07ec3-d878-461a-bc75-9085634cf58f,2024-03-16 10:58:00
3217,268,page_view,home,96,95975187-aea6-4a36-a6b3-2a66442012d4,2024-04-18 11:42:00
3218,914,page_view,profile,94,8a130206-1b13-47ba-ab9d-9151163d7d5d,2024-10-10 16:41:00
3219,799,search,product,36,5e5b2c51-b28b-49de-ba89-355521ca7ff7,2024-06-10 15:24:00
3220,974,remove_from_cart,search,39,9917aa2f-6db4-411a-97f2-733abfd65540,2024-08-14 16:42:00
3221,606,purchase,search,20,58de3fae-c0a2-4878-8ec7-582437551bb0,2024-07-16 22:48:00
3222,684,search,profile,10,3924cc06-721b-4305-8053-b1389b39b799,2024-02-12 12:41:00
3223,796,page_view,checkout,89,5f82d1b7-a0f2-4035-afb5-71b71e56a22c,2024-12-07 08:24:00
3224,392,purchase,profile,81,441932b9-4ba0-4592-883c-555a596542d8,2024-04-20 05:27:00
3225,441,add_to_cart,profile,91,e6216c4f-8e8f-4403-81f3-f0976912a2e4,2024-02-11 16:34:00
3226,139,search,checkout,65,7cbd058a-2c69-48e2-bfb1-29bdc3bfc81c,2024-11-24 14:24:00
3227,557,add_to_cart,cart,48,79ca947b-77fb-4557-bd41-43c947b457b5,2024-09-23 20:19:00
3228,519,remove_from_cart,home,51,4a23319d-690f-4b35-b21f-becaef1fa630,2024-08-08 05:59:00
3229,437,add_to_cart,cart,57,31128b56-4da7-40d0-9832-704a95f16b49,2024-06-14 09:44:00
3230,523,remove_from_cart,cart,23,f9c30ee2-31b9-4198-9327-d33aa2dfec33,2024-06-02 00:52:00
3231,355,remove_from_cart,home,53,5f6814f2-0942-4bef-b6b3-507e1d398634,2024-10-01 06:49:00
3232,205,page_view,cart,23,8360d33e-2ea5-4345-aa72-2f657794e188,2024-02-28 21:45:00
3233,788,remove_from_cart,checkout,23,05d39ada-d756-47c4-a008-0ab71e794672,2024-12-01 07:51:00
3234,531,page_view,product,21,f3f813f3-4d27-48bb-a3e1-81e26d3e00ee,2024-08-18 01:59:00
3235,334,remove_from_cart,cart,36,3851424f-8bc9-49f0-a5cf-0691c2ee4512,2024-01-05 05:31:00
3236,969,remove_from_cart,home,98,b58ba3d4-f114-4e9f-89b6-9ceb86e992be,2024-03-29 08:14:00
3237,160,page_view,profile,43,a13c8775-b643-4a43-ac9f-f436a82a9db1,2024-09-27 18:40:00
3238,164,page_view,profile,96,84ae2be5-1f05-45c9-ada9-bd91a0fac772,2024-08-31 19:53:00
3239,16,remove_from_cart,profile,20,79994074-e04f-4493-abfe-23539a4936bf,2024-07-16 21:27:00
3240,99,add_to_cart,checkout,84,e9c76ca5-2ff6-4c20-a0e0-2de83da52833,2024-08-27 13:12:00
